"Tweet_Date"|"Tweet_Text"|"Tweet_Handle"
"Thu Dec 26 062312 0000 2013"|"RT sameer30101982 AamAadmiParty Assam Swaraj Yatra Getting Huge Response In Guwahati  People Joining AAP In Large Numbers  httptc"|"Ikumar7"
"Thu Dec 26 062306 0000 2013"|"RT Donkeyji National Sample Survey Office NSSO 50 Bharat walks 5km a day for water AamAadmiParty"|"FbWaleDudeBaba"
"Thu Dec 26 062302 0000 2013"|"RT sameer30101982 AamAadmiParty Assam Swaraj Yatra Getting Huge Response In Guwahati  People Joining AAP In Large Numbers  httptc"|"vipulkumargarg"
"Thu Dec 26 062237 0000 2013"|"RT SengarShalini paid media is more concentrating on AamAadmiParty to keep off modi twitteratis wake up AtalJi"|"smnahar"
"Thu Dec 26 062235 0000 2013"|"RT sameer30101982 AamAadmiParty Assam Swaraj Yatra Getting Huge Response In Guwahati  People Joining AAP In Large Numbers  httptc"|"skhurana2010"
"Thu Dec 26 062211 0000 2013"|"ArvindKejriwal AamAadmiParty  kudos to CM arvind for refusing bungalowwhat you do every day youre creating HISTORY"|"karanshh1"
"Thu Dec 26 062159 0000 2013"|"paid media is more concentrating on AamAadmiParty to keep off modi twitteratis wake up AtalJi"|"SengarShalini"
"Thu Dec 26 062153 0000 2013"|"chhabs ArvindKejriwal AamAadmiParty i winder how wrongly you have interpreted that Its a sign of protest revolution change"|"dhavalshah"
"Thu Dec 26 062142 0000 2013"|"RT sameer30101982 AamAadmiParty Assam Swaraj Yatra Getting Huge Response In Guwahati  People Joining AAP In Large Numbers  httptc"|"virendrasing"
"Thu Dec 26 062110 0000 2013"|"timesnow Arnab r not believing AamAadmiParty DL victoryLook like he has personal issue with AAPThats good for well known journalist"|"hapithinknew"
"Thu Dec 26 062102 0000 2013"|"AamAadmiParty I want joined  Your PartyHow i joined or Contact you sir"|"arfinkhan0707"
"Thu Dec 26 062047 0000 2013"|"RT sameer30101982 AamAadmiParty Assam Swaraj Yatra Getting Huge Response In Guwahati  People Joining AAP In Large Numbers  httptc"|"PrinceKumarIITD"
"Thu Dec 26 062037 0000 2013"|"AapYogendra SanjayAzadSln ArvindKejriwal AamAadmiParty When are we going to discuss manifesto of rajasthan MP amp Chatisgarh"|"pankajnayyar21"
"Thu Dec 26 062036 0000 2013"|"RT sameer30101982 AamAadmiParty Assam Swaraj Yatra Getting Huge Response In Guwahati  People Joining AAP In Large Numbers  httptc"|"JaduiJhaadu"
"Thu Dec 26 062009 0000 2013"|"RT sameer30101982 AamAadmiParty Assam Swaraj Yatra Getting Huge Response In Guwahati  People Joining AAP In Large Numbers  httptc"|"jaypn2009"
"Thu Dec 26 061954 0000 2013"|"avinashiitd sandeepbisht01 LambaAlka AamAadmiParty you remember one with divorce case Note AAP was only on 69 seats not 70"|"raghuynt"
"Thu Dec 26 061938 0000 2013"|"ravish12345 AamAadmiParty   what is bluff of AAP   AAPsays they will do it wait n watch it may happen"|"VoiceofCommoner"
"Thu Dec 26 061936 0000 2013"|"AamAadmiParty I belve BJP is focusing more on to attack AAP than 2014 election"|"gopalpanda"
"Thu Dec 26 061918 0000 2013"|"RT Donkeyji BSNL MTNL bleed but advisors get free phones httptcoTEdHj6MOld AamAadmiParty"|"anshulkatare1"
"Thu Dec 26 061819 0000 2013"|"RT AamAadmiParty Aam Aadmi Party sends list of proposed cabinet to Lt Governor  httptco4HXzJqTRpD"|"aapkask"
"Thu Dec 26 061753 0000 2013"|"RT aapkabanda PrinceKumarIITD Must Watch This Short Video to Know What ArvindKejriwal Was Doing 11 Years Back AamAadmiParty https"|"poonamkum"
"Thu Dec 26 061750 0000 2013"|"Official gazette on AKs appointment as CM and his cabinet of Aam Aadmis httptcoi1RT3hbRDY  AamAadmiParty ArvindKejriwal"|"guptamilan"
"Thu Dec 26 061745 0000 2013"|"AamAadmiParty  mohalla sabha is equivalent to panchayti raj in rural india only empowerment and implementation needs to be improved"|"VoiceofCommoner"
"Thu Dec 26 061735 0000 2013"|"RT sameer30101982 AamAadmiParty Assam Swaraj Yatra Getting Huge Response In Guwahati  People Joining AAP In Large Numbers  httptc"|"AAP2014"
"Thu Dec 26 061726 0000 2013"|"RT Donkeyji National Sample Survey Office NSSO 50 Bharat walks 5km a day for water AamAadmiParty"|"AamAadmiParty12"
"Thu Dec 26 061656 0000 2013"|"richsquattermeirakumar is a big shame especially when ArvindKejriwal of AamAadmiParty is trying to develop an honest public culture"|"GargaC"
"Thu Dec 26 061633 0000 2013"|"National Sample Survey Office NSSO 50 Bharat walks 5km a day for water AamAadmiParty"|"Donkeyji"
"Thu Dec 26 061509 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"SkyRocknRoll"
"Thu Dec 26 061451 0000 2013"|"Movie like dhoom 3 has done business of over 100crore is the reason why parties like  WithCongress and AamAadmiParty   wins elections"|"RhulGCON"
"Thu Dec 26 061451 0000 2013"|"Movie like dhoom 3 has done business of over 100crore is the reason why parties like  WithCongress and AamAadmiParty   wins elections"|"RhulGCON"
"Thu Dec 26 061450 0000 2013"|"RT Suneel4AAP No coalition understanding with Congress AamAadmiParty httptcoyc5O2o1BAq ArvindKejriwal bcchristopher AapYogendr"|"AAP4Nation"
"Thu Dec 26 061439 0000 2013"|"PrinceKumarIITD Must Watch This Short Video to Know What ArvindKejriwal Was Doing 11 Years Back AamAadmiParty httpstcoCXaXBCua28"|"aapkabanda"
"Thu Dec 26 061431 0000 2013"|"So AK amp AAP hv not said that others do dalali behind closed doors sidharthmehta quick memory loss Binny AamAadmiParty dashanannaresh"|"Modi4India1"
"Thu Dec 26 061402 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"prernatutors"
"Thu Dec 26 061336 0000 2013"|"RT anandpassion AAP wave sweeping across Nation In last 15 days 202929 People Joined AamAadmiParty  through Online   Jai Hind"|"anku6"
"Thu Dec 26 061333 0000 2013"|"RT PrinceKumarIITD Must Watch This Short Video to Know What ArvindKejriwal Was Doing 11 Years Back AamAadmiParty httpstcoTWsCApXtJL"|"virendrasing"
"Thu Dec 26 061327 0000 2013"|"RT Donkeyji PG College Rishikesh students joining AamAadmiParty VIA AamAdmiZindabad httptcoPtuYK9TMm3"|"ostwalgaurav"
"Thu Dec 26 061311 0000 2013"|"AamAadmiParty Congress is afraid after giving support and BJP is thinking why we havent tried to form a GOVT Both are confused"|"tabreznakhwa"
"Thu Dec 26 061311 0000 2013"|"RT bharatbuilder Have you donated yet mangoe60 100Cr   AamAadmiParty Party eyes Rs 100crore war chest for Lok Sabha elections   ht"|"DrPrastogi72"
"Thu Dec 26 061254 0000 2013"|"RT ChaloDelhi A thousand Arvind Kejriwals now bloom in India post AAPs success httptcoNQd7RgKmeQ AamAadmiParty ArvindKejriwal D"|"anshulkatare1"
"Thu Dec 26 061250 0000 2013"|"RT rajeevmp AamAadmiParty Delhi India httptcovJuVSjFYL1"|"megupadhyay"
"Thu Dec 26 061228 0000 2013"|"Must Watch This Short Video to Know What ArvindKejriwal Was Doing 11 Years Back AamAadmiParty httpstcoTWsCApXtJL"|"PrinceKumarIITD"
"Thu Dec 26 061205 0000 2013"|"ArvindKejriwal AamAadmiParty we in Dwarka get water supply once in two days and  are entirely dependent upon water tanker mafia for water"|"CounttexGma"
"Thu Dec 26 061127 0000 2013"|"RT Donkeyji PG College Rishikesh students joining AamAadmiParty VIA AamAdmiZindabad httptcoPtuYK9TMm3"|"pawanca2000"
"Thu Dec 26 061109 0000 2013"|"timesofindia does this include the thousands of ghost employees of the corporations AamAadmiParty ArvindKejriwal"|"yaps9"
"Thu Dec 26 061057 0000 2013"|"RT Donkeyji PG College Rishikesh students joining AamAadmiParty VIA AamAdmiZindabad httptcoPtuYK9TMm3"|"DrPrastogi72"
"Thu Dec 26 060950 0000 2013"|"New Delhi Appeal to the people of Delhi everyone should come to the Ramlila Maidan for the AamAadmiParty oath ceremony ArvindKejriwal"|"BengalNewz"
"Thu Dec 26 060901 0000 2013"|"sidharthmehta lk calling othrs dalal 4 closed door meetings whl if AamAadmiParty does it is negotiations Wah JoinAAP  dashanannaresh"|"Modi4India1"
"Thu Dec 26 060848 0000 2013"|"Hard nut to crack for AAP to provide freewater  AamAadmiParty ArvindKejriwal Delhi httptcorQsSu8UZ2f"|"JournalistMetro"
"Thu Dec 26 060844 0000 2013"|"RT adityapranav ideacellular TV Ad referring to AamAadmiPartys referendum in Delhi What an Idea SirJi httptcoh1wWZK32qO   Id"|"pawanca2000"
"Thu Dec 26 060827 0000 2013"|"bandkamramtg paritosh2608 MLekhiAamAadmiParty   AAPs run up to the govt formation with a googly to Binny"|"naviingoel"
"Thu Dec 26 060823 0000 2013"|"AK reminds me movie Nayak Ak din CM banke dekho 1 day could be 15 days Results appear the samecvoter AamAadmiParty chetanbhagat"|"ravisbhat"
"Thu Dec 26 060732 0000 2013"|"aashisha1 AamAadmiParty  After Congs policy paralysis its Vision paralysis for BJP"|"Assamexpress"
"Thu Dec 26 060507 0000 2013"|"RT bankimboss SushmaSwarajbjp said 2 Vote 4 AAP is wastage amp 2day Delhi PPL realiased 2 vote 4 BJP was wastage joinaap AamAadmiParty"|"anoopxing"
"Thu Dec 26 060348 0000 2013"|"RT adityapranav ideacellular TV Ad referring to AamAadmiPartys referendum in Delhi What an Idea SirJi httptcoh1wWZK32qO   Id"|"vijaysirohi"
"Thu Dec 26 060256 0000 2013"|"No coalition understanding with Congress AamAadmiParty httptcoyc5O2o1BAq ArvindKejriwal bcchristopher AapYogendra sameergupta84"|"Suneel4AAP"
"Thu Dec 26 060253 0000 2013"|"RT rajeevmp AamAadmiParty Delhi India httptcovJuVSjFYL1"|"bhim123"
"Thu Dec 26 060047 0000 2013"|"RT tp207 We wudnt evn need an AamAadmiParty if ppl scrutinized othr parties as much as thy do to us"|"anku6"
"Thu Dec 26 060021 0000 2013"|"JoinAAP NilayOjhasays 2 call others dalal if they do a closed door meeting while if AamAadmiParty does it is negotiations Hypocrite"|"Modi4India1"
"Thu Dec 26 055949 0000 2013"|"RT bankimboss SushmaSwarajbjp said 2 Vote 4 AAP is wastage amp 2day Delhi PPL realiased 2 vote 4 BJP was wastage joinaap AamAadmiParty"|"pawanca2000"
"Thu Dec 26 055938 0000 2013"|"RT rajeevmp AamAadmiParty Delhi India httptco0vD8pAFKuK"|"RTDelhi"
"Thu Dec 26 055856 0000 2013"|"Most worried person for AamAadmiParty govt r Swamy39 thekiranbediwatch this govt amp tweetif good 4 peopleaccept it like narendramodi"|"hapithinknew"
"Thu Dec 26 055848 0000 2013"|"185657194247201314 Indian history will be written backAamAadmiParty ArvindKejriwal AAPMumbai"|"GargShashank88"
"Thu Dec 26 055843 0000 2013"|"Wow  so if I do not support AamAadmiParty 4 any reason I am a dishonest person  Great Logic guys "|"Modi4India1"
"Thu Dec 26 055749 0000 2013"|"Aftr a storm cmes a calmMatthew Henry ArvindKejriwal AamAadmiParty SrBachchan thekiranbedi WhatTheFFacts Facts7Facts ddeepikapatnaik"|"OnlyFineFacts"
"Thu Dec 26 055713 0000 2013"|"JoinAAP we welcome Bishan Singh Bedi visit  in our AamAadmiParty family  and i suggest kiran bedi should learn this bedi"|"AsifChoudhary13"
"Thu Dec 26 055708 0000 2013"|"nairsameer A Christmas Carol ArvindKejriwal AamAadmiParty httptco8eAp1mfh1w"|"aapkabanda"
"Thu Dec 26 055657 0000 2013"|"ArvindKejriwal AamAadmiParty  food for thought  All public servants must go to govt hospitals  Their wards shud attend govt schools"|"anurup23"
"Thu Dec 26 055645 0000 2013"|"RT AAPMaharashtra AAPBelgaum   AamAadmiParty s success spurs political entrepreneurs in the countryhttptcoYSZTaF3CCH    JoinA"|"jyotikarun"
"Thu Dec 26 055549 0000 2013"|"aam aadmi Congress looks beyond Sheila Dikshit to support Aam Aadmi Party  Economic T httptcot90p9ssVUr httptcotNNTdIrYjw"|"Arun17A"
"Thu Dec 26 055543 0000 2013"|"RT AnilThakurAap AamAadmiParty AAP leaders say no to security amp Lal batti cars Sincerely hope to usher a new No VIP culture"|"Kunnimpp"
"Thu Dec 26 055411 0000 2013"|"RT anandpassion AAP wave sweeping across Nation In last 15 days 202929 People Joined AamAadmiParty  through Online   Jai Hind"|"vishchem"
"Thu Dec 26 055400 0000 2013"|"RT nairsameer A Christmas Carol ArvindKejriwal AamAadmiParty httptcoYFU6Chitx0"|"gandhi18581"
"Thu Dec 26 055356 0000 2013"|"If people come together for a cause they can change the world AamAadmiParty ArvindKejriwal msisodia DrKumarVishwas have shown the way"|"arjun102"
"Thu Dec 26 055354 0000 2013"|"RT sanskritiagraw1 Idea k network ki tarah hi H AAMAADMIPARTY ka networkjis v sheher me hain AAP se jude JoinAAP"|"happy07799908"
"Thu Dec 26 055223 0000 2013"|"AamAadmiParty jana sabha there could be a first come first ask qs or a number token be issued to people before it gets chaotic"|"rajit77"
"Thu Dec 26 055217 0000 2013"|"AAPBelgaum   AamAadmiParty s success spurs political entrepreneurs in the countryhttptcoYSZTaF3CCH    JoinAAP "|"AAPMaharashtra"
"Thu Dec 26 055131 0000 2013"|"RT LambaAlka RTAamAadmiParty AAP is looking for volunteers across the countryCan u devote your spare timeJoin us online at httpt"|"Aamadmi7"
"Thu Dec 26 055043 0000 2013"|"RT bns5 jns Are aajtak amp abpnewstv Official Channels of AamAadmiParty amp ArvindKejriwal "|"babysdoc"
"Thu Dec 26 055040 0000 2013"|"RT TheSwamy Entrepreneur in me loves the spirit of AamAadmiParty amp ArvindKejriwal   the price of failure is far less than the price "|"codeshepherd"
"Thu Dec 26 055010 0000 2013"|"AamAadmiParty  please organize the crowd during jana sabha it gives us a wrong impression oh how you could be unorganized in the long run"|"rajit77"
"Thu Dec 26 054949 0000 2013"|"Cinelang pls drop in mail to Contactaamaadmipartyorg  relevant details would be shared"|"Riczb"
"Thu Dec 26 054936 0000 2013"|"Cheap Politics on highest level  Meira Kumar  Ab 20 saal baith jaayiye Meiracheapsquatter suhelseth Change is AamAadmiParty ankitlal"|"TheBlazingIndia"
"Thu Dec 26 054911 0000 2013"|"RT adityapranav ideacellular TV Ad referring to AamAadmiPartys referendum in Delhi What an Idea SirJi httptcoh1wWZK32qO   Id"|"vishchem"
"Thu Dec 26 054853 0000 2013"|"RT Suneel4AAP First time in Indian political history yours AamAadmiParty MLA in your reach u can contact anytime aartic02 http"|"rohithjyo"
"Thu Dec 26 054743 0000 2013"|"AamAadmiParty Fix water tarrif per flat Which can be paid with property tax on a desperate accountRaise 200 units limit to 300 Rs 290"|"minochavijay1"
"Thu Dec 26 054739 0000 2013"|"LambaAlka have made comments on AAP to the level of hell Dont join her in AamAadmiParty ArvindKejriwal DrKumarVishwas AapYogendra"|"TheBlazingIndia"
"Thu Dec 26 054728 0000 2013"|"RT tp207 We wudnt evn need an AamAadmiParty if ppl scrutinized othr parties as much as thy do to us"|"Ishannarang"
"Thu Dec 26 054709 0000 2013"|"snavroop Swamy39 Riczb AamAadmiParty aajtaknews Why and how cutting electricity bill by 50 is possible httptcoyk27ja9mLH"|"vinodcyber"
"Thu Dec 26 054701 0000 2013"|" ArvindKejriwal still they say to AamAadmiParty first win election the talk 33"|"KShah83"
"Thu Dec 26 054651 0000 2013"|"AamAadmiParty your top priority to fight against corruption  implement lokaukt  put all the corrupt ministers behind the bar "|"JatinderBains64"
"Thu Dec 26 054624 0000 2013"|"RT bns5 jns Are aajtak amp abpnewstv Official Channels of AamAadmiParty amp ArvindKejriwal "|"Aniket"
"Thu Dec 26 054606 0000 2013"|" ArvindKejriwal Manmohan Singh is rajyasabha member still ruling nation without being selected by people AamAadmiParty contd 2n"|"KShah83"
"Thu Dec 26 054558 0000 2013"|"RT bns5 jns Are aajtak amp abpnewstv Official Channels of AamAadmiParty amp ArvindKejriwal "|"jns"
"Thu Dec 26 054519 0000 2013"|"NewDelhiCM will pass orders to provide 700 litres free water AamAadmiParty promises httptcoieqfritknO  httptcocNdlvjFN4d"|"indiaenvportal"
"Thu Dec 26 054506 0000 2013"|"timesnow One of these should step in to help in this Congress BJP AAP WithCongress BJP4India AamAadmiParty  httptcoplCJXUmyZh"|"manasdanait"
"Thu Dec 26 054442 0000 2013"|"AamAadmiParty You act with dignitynew standardDo not be harsh in your decisions even for water amp ElectricityPeople r with uCong loses"|"minochavijay1"
"Thu Dec 26 054435 0000 2013"|"jns Are aajtak amp abpnewstv Official Channels of AamAadmiParty amp ArvindKejriwal "|"bns5"
"Thu Dec 26 054431 0000 2013"|"LambaAlka dont come in AAP amp make it same Bongress We have made this party with our Blood amp hard work AamAadmiParty ankitlal"|"TheBlazingIndia"
"Thu Dec 26 054348 0000 2013"|"But LambaAlka dont come in AAP amp make it same Bongress We have made this party with our Blood amp hard work on streets AamAadmiParty"|"TheBlazingIndia"
"Thu Dec 26 054326 0000 2013"|" ArvindKejriwal in democracy only those members who are directly selected by people should only become ministers AamAadmiParty  Contd 1n"|"KShah83"
"Thu Dec 26 054321 0000 2013"|"Sometimes the only way to ever find urself is to get completely lostKellie Elmore ArvindKejriwal thekiranbedi Tv9Gujarat AamAadmiParty"|"OnlyFineFacts"
"Thu Dec 26 054304 0000 2013"|"ArvindKejriwal AamAadmiParty Dear CM please fix the fly over on rao tula ram Which goes towards delhi from gurgaon Huge traffic jams"|"adithaps"
"Thu Dec 26 054238 0000 2013"|"aashisha1 AamAadmiParty u r the copy of bjp indeed"|"AbiChocolateboy"
"Thu Dec 26 054142 0000 2013"|"AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptcoDS5TBgmNw2"|"mihirs55"
"Thu Dec 26 054141 0000 2013"|"chetanbhagat AamAadmiParty ardent hater of congress"|"AbiChocolateboy"
"Thu Dec 26 054128 0000 2013"|"What a dangerous nexus bet digvijaya28 n ArvindKejriwal  Will Delhites b taken for a ride by AamAadmiParty httptcormxETGXPOH"|"onlyTruthllwin"
"Thu Dec 26 053955 0000 2013"|"dravirmani smitaprakash Incorrect to say AamAadmiParty is media creation Infact media boycotted them for a long timeHard work pays AAP"|"arjun102"
"Thu Dec 26 053953 0000 2013"|"SushmaSwarajbjp said 2 Vote 4 AAP is wastage amp 2day Delhi PPL realiased 2 vote 4 BJP was wastage joinaap AamAadmiParty"|"bankimboss"
"Thu Dec 26 053922 0000 2013"|"bharatbuilder I want AamAadmiParty to form a minority govt Have written reasons on Quora But asking public opinion is a good add on"|"AkjainK"
"Thu Dec 26 053919 0000 2013"|"RT anandpassion AAP wave sweeping across Nation In last 15 days 202929 People Joined AamAadmiParty  through Online   Jai Hind"|"crguna"
"Thu Dec 26 053911 0000 2013"|"Its Congresss bluff Kejriwal AamAadmiParty leader ArvindKejriwal will take oath as seventh ChiefMinisterofDelhi httptcor79CNKy3kl"|"morningcable"
"Thu Dec 26 053755 0000 2013"|"mediacrooks Are aajtak amp abpnewstv Official Channels of AamAadmiParty amp ArvindKejriwal "|"bns5"
"Thu Dec 26 053739 0000 2013"|"AamAadmiParty I slute from my heart to Sh Arvind One Man Army"|"mukesh991575289"
"Thu Dec 26 053705 0000 2013"|"RT Donkeyji PG College Rishikesh students joining AamAadmiParty VIA AamAdmiZindabad httptcoPtuYK9TMm3"|"patel14111959"
"Thu Dec 26 053642 0000 2013"|"RT antyagi AAP membership drive in Vaishali ghaziabad  Amazing reaponse of ppl JoinAAP JoinAAP AamAadmiParty httptcoURICX3swHq"|"realactivex"
"Thu Dec 26 053627 0000 2013"|"RT adityapranav ideacellular TV Ad referring to AamAadmiPartys referendum in Delhi What an Idea SirJi httptcoh1wWZK32qO   Id"|"miemanish"
"Thu Dec 26 053623 0000 2013"|"RT adityapranav ideacellular TV Ad referring to AamAadmiPartys referendum in Delhi What an Idea SirJi httptcoh1wWZK32qO   Id"|"satydash"
"Thu Dec 26 053606 0000 2013"|"raghuynt sandeepbisht01 LambaAlka AamAadmiParty except 1 who"|"avinashiitd"
"Thu Dec 26 053604 0000 2013"|"AAP Effect  Every party says that they will collect funds and bring the records to publics noticeThanks AamAadmiParty and ArvindKejriwal"|"JabTakHaiKhan"
"Thu Dec 26 053523 0000 2013"|"RT Suneel4AAP RT AAPBelgaum AamAadmiParty is socialist not silly says its policy guru AapYogendra httptcoPmUsqW3gUv bcchristop"|"Virdisharma"
"Thu Dec 26 053452 0000 2013"|"rajeshrajmuz AamAadmiParty nasirkureshi We are not taking support 4m Congress or BJPAAP is forming MinorityGovt httptcoEMgr1Br6NK"|"Suneel4AAP"
"Thu Dec 26 053434 0000 2013"|"paid media is more concentrating on AamAadmiParty to keep off modi twitteratis wake up AtalJi"|"vaib233"
"Thu Dec 26 053426 0000 2013"|"ArvindKejriwal Are your children also coming for oath ceremony  They know value of your oath very well AamAadmiParty AapYogendra"|"TewariAlok"
"Thu Dec 26 053337 0000 2013"|"RT adityapranav ideacellular TV Ad referring to AamAadmiPartys referendum in Delhi What an Idea SirJi httptcoh1wWZK32qO   Id"|"kariyaankit"
"Thu Dec 26 053327 0000 2013"|"RT AamAadmiParty Aam Aadmi Party sends list of proposed cabinet to Lt Governor  httptco4HXzJqTRpD"|"gr8india"
"Thu Dec 26 053321 0000 2013"|"paid media trying its best 2keep off narendramodi by constantly focusing on AamAadmiParty BJP4India shd do smthg ndtv timesnow ibnlive"|"vaib233"
"Thu Dec 26 053303 0000 2013"|"RT bharatbuilder Have you donated yet mangoe60 100Cr   AamAadmiParty Party eyes Rs 100crore war chest for Lok Sabha elections   ht"|"Ishannarang"
"Thu Dec 26 053246 0000 2013"|"RT bharatbuilder Have you donated yet mangoe60 100Cr   AamAadmiParty Party eyes Rs 100crore war chest for Lok Sabha elections   ht"|"ReclaimBharat"
"Thu Dec 26 053246 0000 2013"|"RT bharatbuilder Have you donated yet mangoe60 100Cr   AamAadmiParty Party eyes Rs 100crore war chest for Lok Sabha elections   ht"|"ReclaimBharat"
"Thu Dec 26 053238 0000 2013"|"Hope our media followed up other partys manifesto implementation on a daily basis as well as they are doing with AamAadmiParty"|"atulshakti"
"Thu Dec 26 053149 0000 2013"|"RT AamAadmiParty Aam Aadmi Party sends list of proposed cabinet to Lt Governor  httptco4HXzJqTRpD"|"Virdisharma"
"Thu Dec 26 053134 0000 2013"|"RT AnilThakurAap AamAadmiParty AAP leaders say no to security amp Lal batti cars Sincerely hope to usher a new No VIP culture"|"Virdisharma"
"Thu Dec 26 053100 0000 2013"|"AamAadmiParty AAP leaders say no to security amp Lal batti cars Sincerely hope to usher a new No VIP culture"|"AnilThakurAap"
"Thu Dec 26 053052 0000 2013"|"aashisha1 AamAadmiParty I dont know the English version but Khisiyani Billi Khamba Nochay is quite apt for them"|"Rakesharya5Arya"
"Thu Dec 26 053014 0000 2013"|"RT AamAadmiParty Aam Aadmi Party sends list of proposed cabinet to Lt Governor  httptco4HXzJqTRpD"|"Suneel4AAP"
"Thu Dec 26 052946 0000 2013"|"RT adityapranav ideacellular TV Ad referring to AamAadmiPartys referendum in Delhi What an Idea SirJi httptcoh1wWZK32qO   Id"|"AAPAmol"
"Thu Dec 26 052938 0000 2013"|"Sand artist Ranjan KumarGanguly create a sand sculpture of AamAadmiParty leader ArvindKejriwal in Puri Sea beach  JoinAAP bcchristopher"|"Suneel4AAP"
"Thu Dec 26 052917 0000 2013"|"AamAadmiParty Jai Ho Congrats to AAP What a Wonderful show All the Best Please Beware of Congress Party they cannot be relied upon"|"Kitapathi"
"Thu Dec 26 052914 0000 2013"|"AamAadmiParty Janta is being taken 4 granted by all political parties including yours Many earlier CMs have done this drama"|"AmalkumarjhaJha"
"Thu Dec 26 052833 0000 2013"|"AamAadmiParty govt will last till LSpoll both AAP amp Cong r same having an understanding 2 take away urban middle class vote from BJP"|"AmalkumarjhaJha"
"Thu Dec 26 052722 0000 2013"|"timesnow Time for AamAadmiParty DrKumarVishwas  to step into UP"|"kodandaramaiah"
"Thu Dec 26 052621 0000 2013"|"RT Donkeyji BSNL MTNL bleed but advisors get free phones httptcoTEdHj6MOld AamAadmiParty"|"crguna"
"Thu Dec 26 052615 0000 2013"|"aajtak ArvindKejriwal AamAadmiParty AAP is doing the same dirty politics dirrerent way like eating the things by left handliers"|"shriramnarhare"
"Thu Dec 26 052613 0000 2013"|"AamAadmiParty AapYogendra Dont join bluff masters join nationalists at  httptco78kvPcktT6"|"UtkarshMarathe"
"Thu Dec 26 052426 0000 2013"|"RT aapblrcvrmnngr The unseen impact of AAP in India httptcoBxg7Q7xrAO   AAP ArvindKejriwal AamAadmiParty AAPKarnataka AAPBanga"|"deeptifadte15"
"Thu Dec 26 052406 0000 2013"|"RT Suneel4AAP RT AAPBelgaum AamAadmiParty is socialist not silly says its policy guru AapYogendra httptcoPmUsqW3gUv bcchristop"|"gr8india"
"Thu Dec 26 052340 0000 2013"|"RT AAPBelgaum AamAadmiParty is socialist not silly says its policy guru AapYogendra httptcoPmUsqW3gUv bcchristopher manishleo"|"Suneel4AAP"
"Thu Dec 26 052338 0000 2013"|"RT arpanps AamAadmiParty Party eyes Rs 100crore war chest for Lok Sabha elections   httptcoCwTJ39DzCo AAP"|"gr8india"
"Thu Dec 26 052337 0000 2013"|"RT NivasanN DrPuneetArora1 mylovenamo AamAadmiParty JoinAAP he will simply give 700lts of free waterlets see how he manages d defic"|"mylovenamo"
"Thu Dec 26 052334 0000 2013"|"RT anandpassion AAP wave sweeping across Nation In last 15 days 202929 People Joined AamAadmiParty  through Online   Jai Hind"|"Virdisharma"
"Thu Dec 26 052319 0000 2013"|"AAP wave sweeping across Nation In last 15 days 202929 People Joined AamAadmiParty  through Online   Jai Hind"|"anandpassion"
"Thu Dec 26 052312 0000 2013"|"RT Donkeyji BSNL MTNL bleed but advisors get free phones httptcoTEdHj6MOld AamAadmiParty"|"drdeepak78"
"Thu Dec 26 052253 0000 2013"|"AamAadmiParty AapYogendra Hi Yogendra Ji I want to nominate myself as volunteer from Rewari and Faridabad districts"|"thearungupta"
"Thu Dec 26 052242 0000 2013"|"Photos Leaders who suffered after taking Congresss support httptcoszwbd2Mvnq AamAadmiParty"|"Onedotin"
"Thu Dec 26 052233 0000 2013"|"RT sandeepbisht01 success of AamAadmiParty is Best People from different skills Volunteering without 0 Personal Interest amp Counting"|"adhikesava"
"Thu Dec 26 052229 0000 2013"|"ArvindKejriwal AamAadmiParty AAP collectd donation BJPone vote one note are they running out of money or Shud we call BJP a copycat"|"rehmankhans"
"Thu Dec 26 052223 0000 2013"|"RT arpanps AamAadmiParty Party eyes Rs 100crore war chest for Lok Sabha elections   httptcoCwTJ39DzCo AAP"|"AnilThakurAap"
"Thu Dec 26 052059 0000 2013"|"RT Donkeyji PG College Rishikesh students joining AamAadmiParty VIA AamAdmiZindabad httptcoPtuYK9TMm3"|"Djjpn"
"Thu Dec 26 052021 0000 2013"|"aajtak ArvindKejriwal AamAadmiParty just fooling peol and playing nautankiAK nautankiNAUTANKI awards goes to AKfor BIG LIER"|"shriramnarhare"
"Thu Dec 26 052007 0000 2013"|"shekharkapur Aapfans1 AamAadmiParty I hope your show pradhan mantri still up to kejarwala become a PM"|"jignesh803"
"Thu Dec 26 051919 0000 2013"|"RT Donkeyji BSNL MTNL bleed but advisors get free phones httptcoTEdHj6MOld AamAadmiParty"|"UmaSinghal1"
"Thu Dec 26 051847 0000 2013"|"Suneel4AAP darpans ArvindKejriwal AamAadmiParty bcchristopher manishleo and here great work starts"|"AsifChoudhary13"
"Thu Dec 26 051739 0000 2013"|"timesnow ArvindKejriwal AamAadmiParty wont giving 700ltsday free result in wastage of water which is in shortage everywhere AAPCon"|"niranjc"
"Thu Dec 26 051724 0000 2013"|"RT aapmit New fashion of India BROOM2 LS2014 JoinAAP AAP AamAadmiParty httptcom8AAGONmvv"|"PrinceKumarIITD"
